Class,CSORD_CountLineCodeExe,CSORD_CountDeclMethodPublic,CSORD_MinLineCode,PK_SDLineCodeExe,CSORD_SumCSNOPNAMM,PK_MinLineCode,CSORD_AvgKnots,CSORD_MaxCSNOPNAMM,CSORD_SDCountPath,PK_CountDeclFile,PK_AvgCyclomaticModified,CSORD_MaxCountPath,CSORD_MinStmtDeclNAMM,CSORD_MinEssentialNAMM,CSORD_MinEssentialNAMM,CSORD_SDCSNOPNAMM,CSORD_CountDeclClassMethod,PK_MaxCyclomaticModified,CSORD_MinCSNOPNAMM,CSORD_MinCSNOP,CSORD_NOII,PK_CountDeclMethodPrivate,CSLEX_NumberOfSuperStatements,CSORD_CountDeclClassVariable,CSORD_MaxInheritanceTree,CSORD_CountClassBase,CSORD_NumberOfMethodCalls,CSORD_CountClassDerived,CSORD_NumberOfMethodCalls,CSORD_CountDeclMethodDefault,CSORD_CountDeclMethodProtected,CSORD_CountDeclMethodDefault,CSORD_CountClassDerived,CSORD_NIM,PK_AvgEssential,CSORD_CountClassBase,CSORD_NIM,PK_AvgEssential,CSORD_CountDeclMethodPrivate,CSORD_CountClassBase,CSORD_NumberOfDependsBy,CSORD_NIM,CSORD_NumberOfMethodCalls,CSORD_MinKnots,PK_AvgEssential,Testability
jahuwaldt.plot.RTriangle2Symbol,11,1,1,69.27964354899515,2,4,0.0,2,0.5,43,2,2,1,1,1,1.0,0,32,0,0,24,21,0,1,3,1,0,0,0,0,1,0,0,24,1,1,24,1,0,1,0,24,0,0,1,0.6799999999999999
jahuwaldt.plot.RTriangle3Symbol,11,1,1,69.27964354899515,2,4,0.0,2,0.5,43,2,2,1,1,1,1.0,0,32,0,0,24,21,0,1,3,1,0,0,0,0,1,0,0,24,1,1,24,1,0,1,0,24,0,0,1,0.72
jahuwaldt.plot.RTriangle4Symbol,11,1,1,69.27964354899515,2,4,0.0,2,0.5,43,2,2,1,1,1,1.0,0,32,0,0,24,21,0,1,3,1,0,0,0,0,1,0,0,24,1,1,24,1,0,1,0,24,0,0,1,0.72
jahuwaldt.plot.SimplePlotXY,161,13,1,69.27964354899515,46,4,0.25,8,10.651173644251603,43,2,41,1,1,1,2.6087459737497545,1,32,0,0,24,21,1,1,1,2,1,1,1,0,1,0,1,12,1,2,12,1,6,2,2,12,1,0,1,0.3236131687242798
jahuwaldt.plot.SquareSymbol,12,2,1,69.27964354899515,3,4,0.0,3,1.5,43,2,4,1,1,1,1.5,0,32,0,0,24,21,0,0,2,1,0,0,0,0,0,0,0,21,1,1,21,1,0,1,0,21,0,0,1,0.6799999999999999
jahuwaldt.plot.TabDSymbol,13,1,1,69.27964354899515,2,4,0.0,2,0.5,43,2,2,1,1,1,1.0,0,32,0,0,24,21,0,1,3,1,0,0,0,0,1,0,0,24,1,1,24,1,0,1,0,24,0,0,1,0.6
jahuwaldt.plot.TabLSymbol,13,1,1,69.27964354899515,2,4,0.0,2,0.5,43,2,2,1,1,1,1.0,0,32,0,0,24,21,0,1,3,1,0,0,0,0,1,0,0,24,1,1,24,1,0,1,0,24,0,0,1,0.6
jahuwaldt.plot.TabRSymbol,13,1,1,69.27964354899515,2,4,0.0,2,0.5,43,2,2,1,1,1,1.0,0,32,0,0,24,21,0,1,3,1,0,0,0,0,1,0,0,24,1,1,24,1,0,1,0,24,0,0,1,0.5599999999999999
jahuwaldt.plot.TabUpSymbol,13,1,1,69.27964354899515,2,4,0.0,2,0.5,43,2,2,1,1,1,1.0,0,32,0,0,24,21,0,1,3,1,0,0,0,0,1,0,0,24,1,1,24,1,0,1,0,24,0,0,1,0.6
jahuwaldt.plot.ThinRect1Symbol,14,1,1,69.27964354899515,2,4,0.0,2,0.5,43,2,2,1,1,1,1.0,0,32,0,0,24,21,0,1,3,1,0,0,0,0,1,0,0,24,1,1,24,1,0,1,0,24,0,0,1,0.52
jahuwaldt.plot.ThinRect2Symbol,14,1,1,69.27964354899515,2,4,0.0,2,0.5,43,2,2,1,1,1,1.0,0,32,0,0,24,21,0,1,3,1,0,0,0,0,1,0,0,24,1,1,24,1,0,1,0,24,0,0,1,0.52
jahuwaldt.plot.Triangle1Symbol,8,1,1,69.27964354899515,2,4,0.0,2,0.5,43,2,2,1,1,1,1.0,0,32,0,0,24,21,0,1,3,1,0,0,0,0,1,0,0,24,1,1,24,1,0,1,0,24,0,0,1,0.5599999999999999
jahuwaldt.plot.Triangle2Symbol,10,1,1,69.27964354899515,2,4,0.0,2,0.5,43,2,2,1,1,1,1.0,0,32,0,0,24,21,0,1,3,1,0,0,0,0,1,0,0,24,1,1,24,1,0,1,0,24,0,0,1,0.5599999999999999
jahuwaldt.plot.Triangle3Symbol,9,1,1,69.27964354899515,2,4,0.0,2,0.5,43,2,2,1,1,1,1.0,0,32,0,0,24,21,0,1,3,1,0,0,0,0,1,0,0,24,1,1,24,1,0,1,0,24,0,0,1,0.5599999999999999
jahuwaldt.plot.Triangle4Symbol,9,1,1,69.27964354899515,2,4,0.0,2,0.5,43,2,2,1,1,1,1.0,0,32,0,0,24,21,0,1,3,1,0,0,0,0,1,0,0,24,1,1,24,1,0,1,0,24,0,0,1,0.6
net.kencochrane.a4j.A4j,36,18,4,0.0,44,74,0.0,4,0.0,1,1,1,2,1,1,0.9682458365518544,0,1,1,1,17,0,0,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,0,12,0,0,1,0.840764331210191
net.kencochrane.a4j.DAO.Cart,134,6,27,29.87752778706208,15,78,4.166666666666667,4,0.3726779962499649,3,3,6,9,1,1,0.8944271909999159,0,14,2,2,17,0,0,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,1,12,0,4,1,0.245108445903295
net.kencochrane.a4j.DAO.Search,102,13,6,29.87752778706208,37,78,0.7692307692307693,6,0.97300851082104,3,3,3,4,1,1,1.2917581249035897,0,14,1,1,17,0,0,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,2,12,0,0,1,0.6664126984126986
net.kencochrane.a4j.beans.Accessories,22,5,3,39.59012058478969,0,9,0.2,0,0.9797958971132712,37,1,4,4,1,1,0.0,0,10,0,0,17,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,2,12,0,0,1,0.4206128927761581
net.kencochrane.a4j.beans.Artists,22,5,3,39.59012058478969,0,9,0.2,0,0.9797958971132712,37,1,4,4,1,1,0.0,0,10,0,0,17,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.4206128927761581
net.kencochrane.a4j.beans.Authors,22,5,3,39.59012058478969,0,9,0.2,0,0.9797958971132712,37,1,4,4,1,1,0.0,0,10,0,0,17,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.4206128927761581
net.kencochrane.a4j.beans.BlendedSearch,26,5,3,39.59012058478969,0,9,0.4,0,0.8944271909999159,37,1,3,4,1,1,0.0,0,10,0,0,17,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,2,12,0,0,1,0.5484375
net.kencochrane.a4j.beans.BrowseList,18,4,3,39.59012058478969,0,9,0.25,0,1.224744871391589,37,1,4,4,1,1,0.0,0,10,0,0,17,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.4826574394463668
net.kencochrane.a4j.beans.CustomerReview,14,7,3,39.59012058478969,0,9,0.0,0,0.3499271061118826,37,1,2,2,1,1,0.0,0,10,0,0,17,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.6875
net.kencochrane.a4j.beans.Directors,22,5,3,39.59012058478969,0,9,0.2,0,0.9797958971132712,37,1,4,4,1,1,0.0,0,10,0,0,17,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.4206128927761581
net.kencochrane.a4j.beans.Features,22,5,3,39.59012058478969,0,9,0.2,0,0.9797958971132712,37,1,4,4,1,1,0.0,0,10,0,0,17,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.4206128927761581
net.kencochrane.a4j.beans.FeedBack,16,9,3,39.59012058478969,0,9,0.0,0,0.0,37,1,1,2,1,1,0.0,0,10,0,0,17,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.7222222222222222
net.kencochrane.a4j.beans.FullProduct,20,9,3,39.59012058478969,2,9,0.0,1,2.5141574442188355,37,1,9,1,1,1,0.4714045207910317,0,10,0,0,17,0,0,0,1,2,1,0,1,0,0,0,0,12,1,2,12,1,0,2,2,12,1,0,1,0.7598830409356725
net.kencochrane.a4j.beans.Items,16,4,3,39.59012058478969,0,9,0.25,0,1.224744871391589,37,1,4,4,1,1,0.0,0,10,0,0,17,0,0,0,1,2,1,0,1,0,0,0,0,12,1,2,12,1,0,2,1,12,1,0,1,0.342582665677236
net.kencochrane.a4j.beans.ListingProductDetails,60,39,3,39.59012058478969,0,9,0.0,0,0.0,37,1,1,2,1,1,0.0,0,10,0,0,17,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.9206349206349206
net.kencochrane.a4j.beans.Lists,22,5,3,39.59012058478969,0,9,0.2,0,0.9797958971132712,37,1,4,4,1,1,0.0,0,10,0,0,17,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.4206128927761581
net.kencochrane.a4j.beans.MiniProduct,13,13,3,39.59012058478969,0,9,0.0,0,0.0,37,1,1,1,1,1,0.0,0,10,0,0,17,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,3,12,0,0,1,0.8197857142857142
net.kencochrane.a4j.beans.ModeList,12,3,3,39.59012058478969,1,9,1.6666666666666667,1,1.4142135623730951,37,1,4,1,1,1,0.0,0,10,1,0,17,0,0,0,1,2,1,0,1,0,0,0,0,12,1,2,12,1,0,2,0,12,1,0,1,0.2676076778135658
net.kencochrane.a4j.beans.Platforms,22,5,3,39.59012058478969,0,9,0.2,0,0.9797958971132712,37,1,4,4,1,1,0.0,0,10,0,0,17,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.4206128927761581
net.kencochrane.a4j.beans.ProductDetails,253,100,3,39.59012058478969,0,9,0.23,0,1.4331433982682962,37,1,15,15,1,1,0.0,0,10,0,0,17,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,3,12,0,0,1,0.6432687303723643
net.kencochrane.a4j.beans.ProductLine,12,6,3,39.59012058478969,0,9,0.0,0,0.0,37,1,1,2,1,1,0.0,0,10,0,0,17,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.6666666666666666
net.kencochrane.a4j.beans.RecentlyViewed,15,4,3,39.59012058478969,2,9,0.75,1,1.6393596310755,37,1,5,1,1,1,0.0,0,10,1,0,17,0,0,0,1,2,1,0,1,0,0,0,0,12,1,2,12,1,0,2,0,12,1,0,1,0.4617301038062283
net.kencochrane.a4j.beans.Reviews,23,8,3,39.59012058478969,0,9,0.125,0,0.6959705453537527,37,1,3,4,1,1,0.0,0,10,0,0,17,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.73475
net.kencochrane.a4j.beans.SellerFeedback,16,4,3,39.59012058478969,0,9,0.25,0,0.82915619758885,37,1,3,4,1,1,0.0,0,10,0,0,17,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.4018316326530612
net.kencochrane.a4j.beans.SellerProfileDetails,24,15,3,39.59012058478969,0,9,0.0,0,0.0,37,1,1,2,1,1,0.0,0,10,0,0,17,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.8076923076923077
net.kencochrane.a4j.beans.ShoppingCart,61,12,3,39.59012058478969,0,9,0.5833333333333334,0,1.7795130420052183,37,1,6,2,1,1,0.0,0,10,0,0,17,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,3,12,0,0,1,0.744675265514369
net.kencochrane.a4j.beans.SimilarProducts,22,5,3,39.59012058478969,0,9,0.2,0,0.9797958971132712,37,1,4,4,1,1,0.0,0,10,0,0,17,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.4206128927761581
net.kencochrane.a4j.beans.Starring,22,5,3,39.59012058478969,0,9,0.2,0,0.9797958971132712,37,1,4,4,1,1,0.0,0,10,0,0,17,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.4206128927761581
net.kencochrane.a4j.beans.ThirdPartyProductInfo,16,4,3,39.59012058478969,0,9,0.25,0,0.82915619758885,37,1,3,4,1,1,0.0,0,10,0,0,17,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.4018316326530612
net.kencochrane.a4j.beans.Tracks,22,5,3,39.59012058478969,0,9,0.2,0,0.9797958971132712,37,1,4,4,1,1,0.0,0,10,0,0,17,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.4206128927761581
net.kencochrane.a4j.data.Query,251,14,5,0.0,44,293,0.2,6,0.5416025603090641,1,1,3,2,1,1,1.64130361329658,0,3,0,0,17,0,0,0,1,1,0,0,0,0,1,0,0,12,1,1,12,1,0,1,2,12,0,0,1,0.7261132923441838
net.kencochrane.a4j.file.FileUtil,409,25,9,0.0,63,550,4.08,6,1.6857046004564382,1,3,7,2,1,1,1.6035674514745464,0,7,0,0,17,0,0,0,1,1,0,0,0,0,0,0,0,12,2,1,12,2,0,1,3,12,0,0,2,0.5816548672566371
net.kencochrane.a4j.util.LoadProperties,24,2,3,9.5,0,38,0.5,0,0.82915619758885,2,2,3,1,1,1,0.0,1,5,0,0,17,1,0,1,1,1,1,0,1,0,1,0,0,12,1,1,12,1,1,1,3,12,1,0,1,0.616
net.kencochrane.a4j.util.a4jUtil,43,6,8,9.5,6,38,0.5,2,1.2583057392117916,2,2,5,1,1,1,0.4000000000000001,0,5,1,1,17,1,0,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,5,12,0,0,1,0.5274963374870076
ch.bluepenguin.email.aop.DebugAfterReturnAdvice,8,3,3,1.5,4,17,0.0,4,0.9428090415820634,2,2,3,2,1,1,0.0,0,3,4,0,17,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,0,12,0,0,1,0.2445333333333333
ch.bluepenguin.email.aop.FormatterMethodAdvice,11,1,15,1.5,1,17,1.0,1,0.0,2,2,3,5,1,1,0.0,0,3,1,1,17,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,0,12,0,1,1,0.35256
ch.bluepenguin.email.client.AbstractUniqueID,10,3,4,4.068851871911233,0,6,0.0,0,0.4714045207910317,6,1,2,3,1,1,0.0,0,3,0,0,17,0,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,8,12,0,0,1,0.3151738996614343
ch.bluepenguin.email.client.IDGenerator,1,1,3,4.068851871911233,0,6,0.0,0,0.0,6,1,1,1,1,1,0.0,1,3,0,0,17,0,0,1,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,2,12,0,0,1,0.6666666666666667
ch.bluepenguin.email.client.cache.MailCache,34,6,3,15.5,4,10,1.6666666666666667,3,0.8975274678557507,2,1,3,1,1,1,1.247219128924647,0,3,0,0,17,0,0,0,1,1,2,0,2,0,0,0,0,12,1,1,12,1,0,1,1,12,2,0,1,0.3963333333333333
ch.bluepenguin.email.client.service.impl.DummyEmailFacadeImpl,44,11,3,82.52810968929852,10,35,0.0,4,0.385694607919935,3,1,2,1,1,1,0.4714045207910317,0,9,3,0,17,6,0,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,0,12,0,0,1,0.7457029702970298
ch.bluepenguin.email.client.service.impl.EmailFacadeImpl,204,19,3,82.52810968929852,16,35,0.56,4,6.4999692306964025,3,1,34,1,1,1,1.3966450099973926,0,9,0,0,17,6,0,0,1,2,1,0,1,0,0,0,0,12,1,2,12,1,6,2,0,12,1,0,1,0.2073333333333333
ch.bluepenguin.email.client.service.impl.EmailFacadeState,17,6,3,82.52810968929852,1,35,0.8333333333333334,1,1.0671873729054748,3,1,4,1,1,1,0.4330127018922193,0,9,0,0,17,6,0,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,1,12,0,0,1,0.5649378531073447
ch.bluepenguin.email.client.tapestry.Home,3,1,5,18.973665961010283,1,7,0.0,1,0.0,5,1,1,2,1,1,0.0,0,4,1,1,17,0,0,0,2,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,0,12,0,0,1,0.3733333333333333
ch.bluepenguin.email.client.tapestry.SpringEngine,9,0,11,18.973665961010283,0,7,0.0,0,0.0,5,1,2,0,0,0,0.0,0,4,0,1,17,0,1,1,2,1,0,0,0,0,1,0,0,12,1,1,12,1,0,1,0,12,0,0,1,0.1776666666666666
ch.bluepenguin.email.client.tapestry.helpers.DisplayHelper,14,6,3,4.320493798938574,2,31,0.0,1,0.7453559924999301,3,1,3,2,1,1,0.0,0,3,1,0,17,1,0,0,1,1,1,0,1,0,0,0,0,12,1,1,12,1,0,1,0,12,1,0,1,0.6495555555555556
ch.bluepenguin.email.client.tapestry.helpers.FolderTreeNode,16,7,3,4.320493798938574,4,31,0.5714285714285714,2,0.7284313590846836,3,1,3,1,1,1,0.7483314773547883,0,3,0,0,17,1,2,0,2,1,0,0,0,0,0,0,0,12,1,1,12,1,0,1,0,12,0,0,1,0.7159090909090909
ch.bluepenguin.email.client.tapestry.helpers.TreeModelHelper,24,2,6,4.320493798938574,6,31,0.0,3,0.4714045207910317,3,1,2,3,1,1,0.0,0,3,3,1,17,1,0,0,1,1,0,0,0,0,0,0,0,12,1,1,12,1,1,1,1,12,0,0,1,0.7810666666666666
ch.bluepenguin.tapestry.components.menu.model.MenuStructureException,1,1,4,0.4714045207910317,1,6,0.0,1,0.0,3,1,1,1,1,1,0.0,0,1,1,1,17,0,1,0,1,1,0,0,0,0,0,0,0,44,1,1,44,1,0,1,3,44,0,0,1,1.0
ch.bluepenguin.tapestry.components.menu.model.impl.DefaultMenuItem,17,16,4,23.04102621171393,1,51,0.0,1,0.0,3,1,1,1,1,1,0.4714045207910317,0,5,0,0,17,6,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.8031496062992126
ch.bluepenguin.tapestry.components.menu.model.impl.DefaultMenuModel,69,8,4,23.04102621171393,12,51,1.0714285714285714,2,1.4931817828833482,3,1,5,1,1,1,0.8717797887081348,0,5,0,0,17,6,0,0,1,2,0,0,0,0,0,0,0,12,1,2,12,1,6,2,1,12,0,0,1,0.7483035714285714
ch.bluepenguin.tapestry.components.menu.model.impl.MenuItemList,24,7,4,23.04102621171393,2,51,0.2857142857142857,1,1.3552618543578772,3,1,5,1,1,1,0.5,0,5,0,0,17,6,0,1,1,1,1,0,1,0,0,0,0,12,1,1,12,1,0,1,3,12,1,0,1,0.6673258426966292
ch.bluepenguin.tapestry.components.menu.renderer.impl.AbstractMenuItemRenderer,6,4,3,4.029888335921977,4,12,0.0,2,0.0,5,1,1,1,1,1,0.9428090415820634,0,3,0,0,17,0,0,0,1,2,0,2,0,0,0,0,2,12,1,2,12,1,0,2,4,12,0,0,1,0.5098039215686275
ch.bluepenguin.tapestry.components.menu.renderer.impl.DefaultMenuItemRenderer,4,2,3,4.029888335921977,2,12,0.0,2,0.5,5,1,2,1,1,1,1.0,0,3,0,0,17,0,0,0,2,1,0,2,0,0,0,0,2,16,1,1,16,1,0,1,2,16,0,0,1,0.52
ch.bluepenguin.tapestry.components.menu.renderer.impl.DirectLinkMenuItemRenderer,15,5,3,4.029888335921977,2,12,0.0,2,0.4000000000000001,5,1,2,1,1,1,1.0,0,3,0,0,17,0,0,0,3,1,0,0,0,0,0,0,0,18,1,1,18,1,0,1,1,18,0,0,1,0.6506666666666666
ch.bluepenguin.tapestry.components.menu.renderer.impl.GenericMarkupMenuItemRenderer,11,6,3,4.029888335921977,2,12,0.0,2,0.7453559924999299,5,1,3,1,1,1,1.0,0,3,0,0,17,0,0,0,2,1,0,0,0,0,0,0,0,16,1,1,16,1,0,1,0,16,0,0,1,0.590890625
ch.bluepenguin.tapestry.components.menu.renderer.impl.HyperlinkMenuItemRenderer,12,4,3,4.029888335921977,2,12,0.0,2,0.4330127018922193,5,1,2,1,1,1,1.0,0,3,0,0,17,0,0,0,3,1,0,0,0,0,0,0,0,18,1,1,18,1,0,1,1,18,0,0,1,0.537037037037037
net.sf.xisemele.exception.XisemeleException,5,2,3,0.7299808027053445,7,6,0.0,3,0.0,17,1,1,1,1,1,0.4714045207910317,1,1,2,2,18,1,2,1,1,1,0,16,0,0,0,0,16,49,1,1,49,1,1,1,16,49,0,0,1,0.6221333333333334
net.sf.xisemele.impl.AttributeImpl,10,5,3,22.73023307927765,3,3,0.2,2,0.4,29,1,2,1,1,1,0.7999999999999999,0,6,0,0,18,6,0,1,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.486477508650519
net.sf.xisemele.impl.DateFormatter,8,4,3,22.73023307927765,3,3,0.25,1,0.4330127018922193,29,1,2,1,1,1,0.4330127018922193,0,6,0,0,18,6,0,1,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.4132653061224489
net.sf.xisemele.impl.EditorImpl,43,21,3,22.73023307927765,22,3,0.0,3,0.0,29,1,1,1,1,1,0.9045340337332908,0,6,0,0,18,6,0,1,1,2,0,0,0,1,0,1,0,12,1,2,12,1,0,2,1,12,0,0,1,0.765
net.sf.xisemele.impl.ElementImpl,31,19,3,22.73023307927765,10,3,0.0526315789473684,2,0.3646422752776584,29,1,2,1,1,1,0.5954583420518295,0,6,0,0,18,6,0,1,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.8278933786602797
net.sf.xisemele.impl.FactoryImpl,44,22,3,22.73023307927765,15,3,0.0909090909090909,2,0.4190702026042222,29,1,2,1,1,1,0.5548434370788047,0,6,0,0,18,6,0,1,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.8454076086956521
net.sf.xisemele.impl.NullValue,18,16,2,22.73023307927765,3,3,0.0,1,0.0,29,1,1,1,1,1,0.3812200410828153,0,6,0,0,18,6,0,2,1,2,1,0,1,0,0,0,0,12,1,2,12,1,1,2,1,12,1,0,1,0.963
net.sf.xisemele.impl.OperationsHelperImpl,32,4,8,22.73023307927765,7,3,1.5,2,3.0310889132455348,29,1,10,2,1,1,0.4330127018922193,0,6,1,1,18,6,0,1,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.2583854166666666
net.sf.xisemele.impl.OperationsImpl,34,18,3,22.73023307927765,27,3,0.0555555555555555,2,0.415739709641549,29,1,2,1,1,1,0.5,0,6,1,1,18,6,0,1,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.663843137254902
net.sf.xisemele.impl.ReaderImpl,9,6,3,22.73023307927765,4,3,0.0,2,0.0,29,1,1,1,1,1,0.7453559924999301,0,6,0,0,18,6,0,1,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.6153846153846154
net.sf.xisemele.impl.ResultImpl,38,7,5,22.73023307927765,8,3,0.125,2,0.3307189138830738,29,1,2,1,1,1,0.5,0,6,0,0,18,6,0,1,1,2,0,0,0,0,0,0,0,12,1,2,12,1,1,2,1,12,0,0,1,0.0786666666666666
net.sf.xisemele.impl.ValidationsImpl,13,4,3,22.73023307927765,3,3,0.75,1,0.82915619758885,29,1,3,1,1,1,0.0,0,6,1,1,18,6,0,1,1,2,1,0,1,0,0,0,0,12,1,2,12,1,0,2,1,12,1,0,1,0.4040357142857143
net.sf.xisemele.impl.ValueImpl,64,16,3,22.73023307927765,8,3,0.1111111111111111,3,0.3142696805273545,29,1,2,1,1,1,0.8314794192830981,0,6,0,0,18,6,0,1,1,2,0,0,0,1,0,1,0,12,1,2,12,1,1,2,11,12,0,0,1,0.8150259878960484
net.sf.xisemele.impl.ValueListImpl,54,13,3,22.73023307927765,3,3,0.0,1,0.2575393768188564,29,1,2,1,1,1,0.4103259033241449,0,6,0,0,18,6,0,1,1,2,0,0,0,1,0,1,0,12,1,2,12,1,0,2,1,12,0,0,1,0.7545508975446178
net.sf.xisemele.impl.WriterEditorImpl,85,22,3,22.73023307927765,27,3,0.36,4,0.7332121111929344,29,1,3,1,1,1,1.0532687216470449,0,6,0,0,18,6,0,1,1,2,0,0,0,0,0,0,0,12,1,2,12,1,3,2,1,12,0,0,1,0.0583333333333333
net.sf.xisemele.impl.WriterImpl,22,11,3,22.73023307927765,13,3,0.0,3,0.0,29,1,1,1,1,1,1.1134044285378082,0,6,0,0,18,6,0,1,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.7716666666666667
net.sf.xisemele.impl.XisemeleImpl,46,11,4,22.73023307927765,11,3,0.5454545454545454,2,0.4979295977319692,29,1,2,1,1,1,0.415739709641549,0,6,1,1,18,6,0,1,1,2,0,0,0,0,0,0,0,12,1,2,12,1,0,2,1,12,0,0,1,0.7750689655172415
httpanalyzer.Base64Transformer,92,2,4,280.1727504292709,5,13,0.2,2,0.4,19,1,2,1,1,1,0.6324555320336759,1,22,0,0,23,51,1,0,1,1,0,0,0,0,0,0,0,749,1,1,749,1,3,1,4,749,0,0,1,0.0843333333333333
httpanalyzer.CryptDesDialog,127,2,3,280.1727504292709,6,13,0.1666666666666666,2,0.3726779962499649,19,1,2,1,1,1,0.5773502691896257,1,22,0,0,23,51,1,0,1,1,0,0,0,0,0,0,0,749,1,1,749,1,4,1,5,749,0,0,1,0.068
httpanalyzer.HttpAnalyzerApp,3,2,2,280.1727504292709,2,13,0.0,1,0.0,19,1,1,1,1,1,0.4714045207910317,2,22,0,0,23,51,0,0,2,1,0,0,0,0,2,0,0,12,1,1,12,1,0,1,9,12,0,0,1,0.9523333333333334
httpanalyzer.HttpAnalyzerView,1307,5,3,280.1727504292709,21,13,0.8620689655172413,1,10.636575669539546,19,1,60,1,1,1,0.4330127018922193,0,22,0,0,23,51,3,0,2,1,0,0,0,2,0,2,0,12,1,1,12,1,22,1,36,12,0,0,1,0.036
httpanalyzer.InitBasicParams,14,1,8,280.1727504292709,2,13,0.5,2,0.0,19,1,2,1,1,1,0.0,0,22,2,0,23,51,0,0,1,1,0,0,0,1,0,1,0,12,1,1,12,1,0,1,2,12,0,0,1,0.4933333333333333
httpanalyzer.IntelSaveDialog,128,5,3,280.1727504292709,6,13,0.0,2,0.3142696805273545,19,1,2,1,1,1,0.5773502691896257,4,22,0,0,23,51,1,5,1,1,0,0,0,0,0,0,0,749,1,1,749,1,4,1,6,749,0,0,1,0.181
httpanalyzer.MD5Dialog,100,2,3,280.1727504292709,6,13,0.0,2,0.0,19,1,1,1,1,1,0.5773502691896257,1,22,0,0,23,51,1,0,1,1,0,0,0,0,0,0,0,749,1,1,749,1,4,1,5,749,0,0,1,0.0693333333333333
httpanalyzer.NotesDialog,41,4,3,280.1727504292709,4,13,0.0,2,0.0,19,1,1,1,1,1,0.7071067811865476,1,22,0,0,23,51,1,0,1,1,0,0,0,0,0,0,0,749,1,1,749,1,1,1,2,749,0,0,1,0.1273333333333333
